0,30,30,3.61078,3.8406,0.210556,0.176462,0.172173
1,19,49,4.00237,4.1149,0.235459,0.176462,0.172173
2,24,73,3.97121,4.0417,0.185746,0.176462,0.172173
3,28,101,3.9194,4.01258,0.185746,0.176462,0.198088
4,15,116,3.81029,3.80267,0.185746,0.236934,0.198088
5,24,140,3.76095,3.89438,0.210988,0.220682,0.198088
6,26,166,3.53499,3.56104,0.237128,0.264854,0.198088
7,19,185,3.45637,3.44064,0.243996,0.264854,0.261403
8,26,211,3.34423,3.40771,0.258187,0.264854,0.299156
9,18,229,3.33984,3.41529,0.327081,0.264854,0.299156
10,18,247,3.46076,3.85484,0.294308,0.264854,0.299156
11,29,276,3.37453,3.44045,0.394557,0.259438,0.304168
12,25,301,3.30788,3.34103,0.297506,0.259438,0.304168
13,9,310,3.22575,3.23556,0.337895,0.38842,0.304168
14,15,325,3.38325,3.50584,0.308684,0.38842,0.304168
15,17,342,3.28332,3.30344,0.308684,0.38842,0.304168
16,17,359,3.37329,3.52349,0.308684,0.38842,0.304168
17,17,376,3.41322,3.62325,0.308684,0.38842,0.304168
18,12,388,3.38853,3.7863,0.308684,0.38842,0.379177
19,11,399,3.30172,3.43478,0.518154,0.38842,0.379177
